TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
70,CUST2412,ACC77773,Credit,Payment,Mutual Fund,Firm B,West,Manager 3,22-06-2024,67321.12419,149881.805,0.726500684,360,111
52,CUST1913,ACC94907,Credit,Transfer,Home Loan,Firm A,West,Manager 2,08-03-2023,25511.34447,115865.4229,0.501584217,525,49
7,CUST7481,ACC95164,Current,Transfer,Mutual Fund,Firm B,East,Manager 1,08-11-2023,59302.91458,38229.89941,0.548570639,835,100
163,CUST4855,ACC77773,Credit,Deposit,Mutual Fund,Firm A,North,Manager 1,17-01-2024,81819.63693,120653.5936,0.731264554,473,187
165,CUST1840,ACC40939,Loan,Payment,Savings Account,Firm C,North,Manager 4,07-06-2024,123890.0709,91614.4555,0.240281437,597,22
196,CUST8091,ACC77592,Credit,Payment,Savings Account,Firm C,North,Manager 2,20-06-2023,47331.43907,67837.93679,0.128970264,558,124
186,CUST1114,ACC69323,Savings,Transfer,Mutual Fund,Firm C,South,Manager 4,11-08-2023,98227.22201,95719.28311,0.303963442,560,175
145,CUST8416,ACC17688,Loan,Transfer,Home Loan,Firm B,South,Manager 2,26-03-2023,44538.66456,31420.74254,0.054551729,356,143
41,CUST6735,ACC74631,Savings,Transfer,Credit Card,Firm B,North,Manager 3,16-08-2023,81941.40335,50263.42274,0.346229719,371,24
163,CUST5385,ACC99117,Savings,Withdrawal,Mutual Fund,Firm C,Central,Manager 1,22-05-2024,88138.24651,135019.441,0.632228631,738,87
195,CUST9066,ACC57700,Credit,Deposit,Home Loan,Firm E,Central,Manager 2,02-05-2024,93088.79119,124637.1557,0.571624308,337,220
143,CUST2942,ACC15671,Current,Withdrawal,Home Loan,Firm E,North,Manager 4,04-01-2024,85630.62135,21466.45367,0.757046131,349,206
16,CUST9066,ACC28612,Current,Payment,Credit Card,Firm C,North,Manager 4,30-09-2023,105774.7421,60084.96443,0.551730011,448,211
76,CUST6082,ACC47099,Current,Transfer,Personal Loan,Firm B,North,Manager 4,14-07-2023,53683.20816,74424.27995,0.648803343,790,132
28,CUST8155,ACC89098,Loan,Deposit,Savings Account,Firm D,Central,Manager 1,29-01-2024,89534.95176,144636.8342,0.449026488,731,183
173,CUST4780,ACC11837,Savings,Withdrawal,Credit Card,Firm B,Central,Manager 1,08-03-2023,87086.09543,91940.42895,0.022189636,767,61
103,CUST5428,ACC41829,Savings,Withdrawal,Home Loan,Firm E,West,Manager 4,19-03-2024,34059.63608,65131.9829,0.505044248,316,166
56,CUST3059,ACC34431,Savings,Transfer,Home Loan,Firm A,South,Manager 1,07-03-2023,37276.93764,5177.615004,0.707568824,348,197
11,CUST2694,ACC19178,Loan,Payment,Mutual Fund,Firm A,South,Manager 1,21-06-2024,80992.76013,132843.4827,0.285744286,790,67
70,CUST1547,ACC90887,Savings,Transfer,Savings Account,Firm C,Central,Manager 4,14-04-2023,23229.71282,97059.14649,0.607362452,465,79
41,CUST2915,ACC16241,Savings,Transfer,Personal Loan,Firm E,East,Manager 1,25-11-2023,67431.99048,34432.77732,0.450740161,786,122
187,CUST2944,ACC64022,Loan,Payment,Home Loan,Firm B,North,Manager 3,24-11-2023,-11546.60115,19832.81686,0.719515347,329,92
144,CUST3810,ACC46953,Savings,Transfer,Savings Account,Firm B,South,Manager 3,01-03-2024,48514.47593,120066.488,0.965927982,400,53
50,CUST3153,ACC75675,Current,Deposit,Credit Card,Firm E,East,Manager 4,21-05-2023,66914.3664,47100.72949,0.89776196,740,196
70,CUST6391,ACC22799,Current,Withdrawal,Credit Card,Firm E,South,Manager 1,12-02-2023,55541.5804,77377.07682,0.323577321,398,109
24,CUST6319,ACC48501,Current,Transfer,Personal Loan,Firm A,West,Manager 2,22-06-2024,36701.53646,23964.28141,0.774229247,406,40
1,CUST5545,ACC28612,Loan,Deposit,Personal Loan,Firm E,North,Manager 1,28-09-2023,16937.67889,34022.0905,0.502373311,729,53
104,CUST4595,ACC11837,Credit,Transfer,Credit Card,Firm A,Central,Manager 4,12-01-2023,73250.28407,127269.1089,0.394421135,544,232
161,CUST5255,ACC34119,Credit,Withdrawal,Savings Account,Firm B,Central,Manager 3,18-10-2023,84554.27669,84325.78631,0.285140926,332,53
197,CUST3069,ACC92104,Credit,Withdrawal,Personal Loan,Firm C,Central,Manager 3,05-02-2023,52188.05784,107499.2867,0.411977224,591,134
21,CUST7793,ACC18057,Current,Transfer,Savings Account,Firm C,Central,Manager 1,26-10-2023,29254.89102,78170.17196,0.570498297,827,30
53,CUST5574,ACC18177,Current,Deposit,Home Loan,Firm D,East,Manager 4,06-07-2023,45419.60309,43072.80884,0.497521516,453,55
67,CUST4884,ACC48501,Credit,Payment,Mutual Fund,Firm B,West,Manager 3,30-01-2023,63366.02809,-6629.775977,0.382748738,355,42
127,CUST8028,ACC18140,Current,Payment,Home Loan,Firm A,Central,Manager 3,04-05-2024,40618.47475,94752.61192,0.484800306,810,186
27,CUST3059,ACC73104,Savings,Deposit,Personal Loan,Firm B,Central,Manager 4,22-10-2023,59065.70872,75404.19912,0.588534087,354,117
21,CUST1644,ACC29007,Savings,Payment,Personal Loan,Firm A,North,Manager 2,26-07-2023,68433.70833,100791.7637,0.784183572,730,236
28,CUST9535,ACC26940,Savings,Transfer,Savings Account,Firm B,Central,Manager 3,15-05-2024,98698.36814,36702.9204,0.493298101,510,183
22,CUST4669,ACC42903,Current,Payment,Home Loan,Firm B,South,Manager 1,15-05-2023,36884.19754,42099.42632,0.40815717,586,235
180,CUST4258,ACC38559,Credit,Deposit,Home Loan,Firm D,Central,Manager 1,26-07-2023,62730.77165,109397.2544,0.595268534,558,147
124,CUST7855,ACC99549,Current,Transfer,Credit Card,Firm D,West,Manager 1,19-07-2023,82091.03853,110405.274,0.686125438,529,83
140,CUST9420,ACC78178,Savings,Withdrawal,Personal Loan,Firm C,South,Manager 4,22-10-2023,53390.20708,82769.27695,0.558591185,660,220
198,CUST5500,ACC19156,Credit,Payment,Home Loan,Firm B,East,Manager 3,28-05-2024,-2313.396828,107957.8787,0.222531309,531,81
60,CUST5174,ACC70314,Savings,Payment,Personal Loan,Firm E,East,Manager 3,23-04-2023,79628.66909,14029.22346,0.233196181,431,10
140,CUST2626,ACC30787,Credit,Withdrawal,Home Loan,Firm C,North,Manager 3,21-01-2023,58861.58943,86490.3643,0.487404928,429,227
168,CUST2942,ACC73104,Credit,Deposit,Mutual Fund,Firm C,South,Manager 3,04-02-2024,32148.7372,130962.8353,-0.027029602,521,59
9,CUST2805,ACC89098,Credit,Withdrawal,Home Loan,Firm E,North,Manager 1,10-09-2023,108392.9223,-5909.198808,0.537497391,322,80
141,CUST9535,ACC42903,Credit,Payment,Savings Account,Firm D,South,Manager 4,19-07-2023,58467.90614,53174.50983,0.234275523,508,59
8,CUST5558,ACC76597,Savings,Transfer,Mutual Fund,Firm E,North,Manager 3,11-08-2023,38557.1669,116632.0952,0.478417973,427,177
116,CUST3602,ACC22036,Credit,Transfer,Home Loan,Firm B,West,Manager 2,16-02-2023,74635.94256,47650.71921,0.520840129,422,199
28,CUST8250,ACC57597,Loan,Withdrawal,Home Loan,Firm B,South,Manager 4,11-04-2023,28455.03231,51466.45698,0.507309708,737,125
21,CUST7481,ACC78178,Current,Withdrawal,Mutual Fund,Firm A,East,Manager 3,30-04-2023,70683.21102,52727.29769,0.397896796,337,74
179,CUST7493,ACC88449,Loan,Payment,Mutual Fund,Firm C,South,Manager 4,21-02-2023,35619.22703,113006.9143,0.381766844,608,163
2,CUST4258,ACC36079,Savings,Transfer,Home Loan,Firm B,South,Manager 4,21-06-2024,93805.35672,79594.7705,0.654165708,320,29
193,CUST6210,ACC49422,Loan,Transfer,Personal Loan,Firm A,East,Manager 2,23-04-2023,46622.31744,114222.3638,0.629206977,680,20
24,CUST1738,ACC95164,Savings,Deposit,Savings Account,Firm D,South,Manager 2,26-05-2023,26451.36334,24338.35387,0.754583175,789,220
50,CUST7345,ACC24880,Loan,Transfer,Home Loan,Firm B,North,Manager 1,10-03-2023,13718.55246,57554.14884,0.187479516,516,54
53,CUST1768,ACC30852,Loan,Deposit,Savings Account,Firm D,Central,Manager 2,17-07-2023,40017.19677,72818.21826,0.264534782,664,147
99,CUST6549,ACC21264,Credit,Withdrawal,Home Loan,Firm C,West,Manager 1,12-02-2023,69820.06186,78760.98061,0.682956596,489,73
51,CUST4373,ACC13357,Current,Transfer,Mutual Fund,Firm A,West,Manager 3,10-09-2023,64561.32933,35124.65929,0.503764021,349,221
13,CUST5545,ACC55729,Loan,Payment,Savings Account,Firm D,South,Manager 4,16-03-2023,35792.87893,139652.0303,0.45084318,571,62
14,CUST6351,ACC38559,Current,Deposit,Home Loan,Firm A,Central,Manager 4,04-02-2023,36127.89937,61602.53411,0.763355849,498,86
101,CUST1913,ACC34431,Savings,Deposit,Personal Loan,Firm B,North,Manager 2,12-01-2024,62071.84059,-6111.634329,0.392787914,547,186
168,CUST1840,ACC43771,Savings,Payment,Credit Card,Firm B,West,Manager 3,09-12-2023,32579.10678,108388.0541,0.402855967,652,7
123,CUST4584,ACC92360,Credit,Transfer,Personal Loan,Firm D,West,Manager 2,08-09-2023,23226.55222,77547.45173,0.103547596,491,20
155,CUST3602,ACC71426,Credit,Payment,Credit Card,Firm E,Central,Manager 2,29-01-2024,16707.05286,108127.9388,0.541578389,478,63
164,CUST8765,ACC35419,Loan,Transfer,Credit Card,Firm A,West,Manager 3,06-07-2023,41960.91672,35294.72639,0.788117686,841,157
41,CUST9066,ACC74631,Credit,Withdrawal,Savings Account,Firm E,West,Manager 4,20-06-2023,-12893.46263,48640.9635,0.406880755,332,197
101,CUST6319,ACC48303,Loan,Payment,Personal Loan,Firm E,East,Manager 2,23-10-2023,33635.69145,12063.50001,0.609678178,687,104
89,CUST4003,ACC77638,Current,Transfer,Home Loan,Firm D,Central,Manager 2,31-10-2023,43207.47757,14253.00628,0.045536346,776,20
147,CUST1962,ACC97411,Savings,Payment,Credit Card,Firm A,East,Manager 3,29-01-2024,45984.36955,90273.52947,0.208750651,742,96
75,CUST3306,ACC86784,Current,Transfer,Credit Card,Firm A,North,Manager 1,07-11-2023,69931.379,60262.40678,0.664194612,363,167
17,CUST6292,ACC49395,Current,Payment,Credit Card,Firm A,South,Manager 4,04-10-2023,76043.35407,138799.4403,0.390692865,317,90
167,CUST6776,ACC99549,Current,Transfer,Personal Loan,Firm D,West,Manager 1,04-05-2023,83740.76593,42973.40322,0.401151093,839,233
115,CUST8250,ACC30146,Savings,Withdrawal,Personal Loan,Firm A,Central,Manager 1,12-03-2024,64554.54505,35139.50844,0.033457385,330,102
173,CUST4373,ACC29646,Current,Withdrawal,Home Loan,Firm B,South,Manager 4,17-11-2023,24056.56102,103544.0936,0.204544285,432,72
152,CUST8028,ACC28154,Savings,Transfer,Credit Card,Firm D,North,Manager 1,07-11-2023,51737.49186,16908.41591,0.969156375,762,6
17,CUST9666,ACC24981,Savings,Transfer,Credit Card,Firm E,West,Manager 4,05-02-2024,41745.03595,3580.488594,0.065109392,400,93
191,CUST5558,ACC83269,Savings,Deposit,Personal Loan,Firm D,Central,Manager 1,22-05-2024,116277.0839,98371.24428,0.893572494,581,72
80,CUST3131,ACC52650,Current,Deposit,Personal Loan,Firm A,West,Manager 4,06-10-2023,20125.88163,93471.71121,0.632638995,764,175
199,CUST3015,ACC31902,Credit,Deposit,Savings Account,Firm A,Central,Manager 2,14-07-2023,38092.49854,90690.95551,0.714331877,459,16
140,CUST2842,ACC24508,Credit,Deposit,Home Loan,Firm D,North,Manager 4,19-07-2023,45229.26892,76910.73082,0.601171852,364,46
27,CUST4360,ACC29396,Current,Payment,Personal Loan,Firm C,West,Manager 2,22-08-2023,91510.22609,66073.98229,0.221447319,553,67
123,CUST6937,ACC39161,Savings,Deposit,Home Loan,Firm E,West,Manager 2,20-04-2024,77271.01236,151526.7825,0.352836371,356,145
129,CUST2357,ACC57597,Credit,Transfer,Personal Loan,Firm D,West,Manager 1,23-02-2023,34066.68155,8989.379524,0.421337719,493,205
37,CUST7651,ACC15359,Credit,Deposit,Personal Loan,Firm D,East,Manager 2,02-03-2024,78950.07454,36397.89101,0.495475228,500,53
149,CUST6330,ACC88286,Loan,Payment,Savings Account,Firm A,East,Manager 2,19-11-2023,-15690.90656,99154.07324,0.850316626,421,199
130,CUST7388,ACC16664,Current,Deposit,Mutual Fund,Firm B,South,Manager 3,08-06-2024,31823.48187,99322.80772,0.377246967,419,104
78,CUST2349,ACC57700,Loan,Deposit,Savings Account,Firm C,Central,Manager 4,19-03-2024,37363.56751,3889.022689,0.37174388,614,156
51,CUST7933,ACC99549,Current,Withdrawal,Personal Loan,Firm D,East,Manager 4,01-04-2024,53636.57769,93646.96875,0.63274571,596,43
78,CUST1376,ACC58667,Savings,Payment,Credit Card,Firm D,North,Manager 2,06-02-2024,122025.3537,74922.33421,0.621840328,828,6
112,CUST3069,ACC49364,Credit,Payment,Personal Loan,Firm D,North,Manager 1,26-05-2023,33252.29778,58383.71118,0.69866558,413,67
105,CUST6525,ACC49364,Loan,Deposit,Personal Loan,Firm B,North,Manager 4,17-02-2023,-11539.7563,75512.99655,-0.065578218,357,73
114,CUST9754,ACC78589,Loan,Withdrawal,Mutual Fund,Firm A,South,Manager 1,12-03-2024,44765.73268,47720.23678,0.369036183,374,67
194,CUST1498,ACC42903,Current,Payment,Mutual Fund,Firm A,East,Manager 3,14-03-2024,52740.85864,75643.57152,0.310610726,480,95
83,CUST9248,ACC58667,Credit,Withdrawal,Savings Account,Firm B,Central,Manager 1,18-11-2023,62745.85196,112431.6374,0.854135115,826,43
35,CUST4346,ACC88286,Loan,Transfer,Personal Loan,Firm B,South,Manager 2,25-04-2024,65858.71595,60153.30463,0.322798882,690,101
16,CUST7395,ACC57872,Credit,Payment,Savings Account,Firm D,South,Manager 3,21-06-2024,80516.0806,92813.13748,0.411798817,384,167
182,CUST4669,ACC87602,Credit,Deposit,Home Loan,Firm E,South,Manager 3,17-07-2023,113619.4854,80107.59423,0.79067732,365,91
11,CUST7887,ACC32627,Savings,Transfer,Credit Card,Firm A,Central,Manager 3,06-10-2023,76757.61034,88075.66623,0.217255803,416,10
119,CUST1569,ACC78581,Credit,Payment,Savings Account,Firm A,West,Manager 3,21-05-2023,39133.21521,60201.62469,0.456859528,513,19
38,CUST6776,ACC22255,Credit,Transfer,Home Loan,Firm A,South,Manager 4,05-07-2023,4284.251081,57831.46955,0.316448389,424,72
145,CUST8266,ACC29231,Savings,Deposit,Mutual Fund,Firm D,East,Manager 2,26-02-2023,19628.34838,69392.67967,0.878685591,830,202
29,CUST6029,ACC94242,Credit,Transfer,Personal Loan,Firm C,East,Manager 1,13-09-2023,31362.33574,67262.25353,0.175526386,575,58
78,CUST8344,ACC54589,Savings,Transfer,Home Loan,Firm B,Central,Manager 4,09-01-2023,61597.11312,140993.8263,0.643563978,550,139
95,CUST5920,ACC18177,Current,Deposit,Credit Card,Firm C,North,Manager 1,25-11-2023,21245.47279,63067.42855,0.593901967,590,87
101,CUST8266,ACC45521,Credit,Transfer,Savings Account,Firm C,East,Manager 3,04-02-2023,43202.21383,15941.62273,0.447750125,313,157
186,CUST2067,ACC47099,Loan,Withdrawal,Mutual Fund,Firm C,East,Manager 4,07-11-2023,30678.72491,83572.58697,0.804138674,843,233
9,CUST1189,ACC71426,Savings,Transfer,Credit Card,Firm D,South,Manager 1,06-04-2024,64034.07238,35383.3712,-0.042881978,547,70
90,CUST2349,ACC19178,Credit,Withdrawal,Savings Account,Firm B,Central,Manager 1,18-10-2023,88386.51943,44605.80129,0.179710359,412,197
139,CUST8266,ACC34821,Savings,Deposit,Savings Account,Firm A,West,Manager 2,20-06-2023,54683.99827,143474.4873,0.805602122,565,199
152,CUST1042,ACC11285,Credit,Withdrawal,Credit Card,Firm E,West,Manager 2,26-02-2023,15784.90171,114024.6023,0.41042121,771,19
123,CUST1497,ACC30852,Credit,Payment,Home Loan,Firm C,West,Manager 1,16-03-2023,60517.71873,53777.4543,0.364600676,549,128
158,CUST5500,ACC61926,Credit,Deposit,Personal Loan,Firm A,West,Manager 4,06-09-2023,18654.36767,107110.6252,0.838101647,632,8
93,CUST9079,ACC43309,Savings,Payment,Savings Account,Firm E,South,Manager 2,15-05-2024,40873.86748,95311.44091,0.777506594,377,238
82,CUST8091,ACC19178,Loan,Payment,Credit Card,Firm E,South,Manager 3,08-05-2023,60704.55623,153292.94,0.492429533,384,186
30,CUST2871,ACC57700,Credit,Deposit,Mutual Fund,Firm B,North,Manager 1,07-03-2023,119669.4998,77555.904,0.681443748,604,105
102,CUST7388,ACC15359,Savings,Transfer,Personal Loan,Firm E,South,Manager 1,01-01-2024,11853.33905,41638.38337,0.322329223,481,95
19,CUST4669,ACC77773,Loan,Deposit,Savings Account,Firm B,West,Manager 2,26-07-2023,107372.466,69703.97834,0.699421949,511,107
179,CUST6082,ACC77592,Current,Payment,Credit Card,Firm A,West,Manager 4,13-06-2024,59707.053,44213.10232,0.468204136,642,129
25,CUST7994,ACC77592,Loan,Withdrawal,Credit Card,Firm E,West,Manager 4,17-02-2024,84304.78422,64695.09119,0.373964805,751,208
79,CUST9683,ACC33287,Savings,Withdrawal,Mutual Fund,Firm D,South,Manager 2,26-04-2023,114443.6652,89674.23675,0.7084421,732,202
82,CUST6525,ACC41829,Credit,Transfer,Savings Account,Firm D,East,Manager 4,11-04-2023,80246.26997,64111.41675,0.516456484,410,43
196,CUST5500,ACC43771,Current,Withdrawal,Mutual Fund,Firm A,West,Manager 2,04-05-2023,64059.18935,22767.74929,0.673170733,447,131
175,CUST5920,ACC34821,Current,Withdrawal,Mutual Fund,Firm B,West,Manager 3,19-04-2023,30574.15857,89708.42624,0.450400921,454,60
107,CUST6319,ACC83005,Current,Payment,Mutual Fund,Firm C,North,Manager 3,26-04-2023,82961.36305,11077.37209,0.460270492,369,182
195,CUST6391,ACC74631,Credit,Transfer,Mutual Fund,Firm C,North,Manager 4,25-12-2023,84496.67013,27895.09844,0.724480895,541,101
196,CUST1913,ACC10117,Savings,Transfer,Savings Account,Firm D,West,Manager 1,30-09-2023,44130.41774,105574.9122,0.507933225,771,229
101,CUST5894,ACC77773,Loan,Payment,Home Loan,Firm C,Central,Manager 3,22-08-2023,55697.74162,105110.523,0.474884534,586,68
28,CUST4684,ACC72197,Current,Transfer,Home Loan,Firm C,West,Manager 4,14-02-2023,33164.42659,139770.5363,0.804624176,718,164
91,CUST2427,ACC83581,Loan,Deposit,Home Loan,Firm C,North,Manager 3,21-12-2023,133514.2291,90627.24284,0.819325269,695,20
38,CUST9066,ACC80131,Savings,Deposit,Savings Account,Firm C,West,Manager 4,19-04-2023,68286.36513,76121.27827,0.450897473,378,92
121,CUST4373,ACC80442,Current,Withdrawal,Personal Loan,Firm E,Central,Manager 3,02-03-2024,60783.3799,81640.49424,0.430530678,610,216
142,CUST2915,ACC89098,Credit,Withdrawal,Mutual Fund,Firm B,East,Manager 4,17-02-2023,49583.69455,79130.24761,-0.172534034,825,139
40,CUST1121,ACC67701,Savings,Payment,Mutual Fund,Firm C,North,Manager 1,17-11-2023,60821.5713,81849.10643,0.554885722,310,224
35,CUST1114,ACC29646,Credit,Transfer,Home Loan,Firm E,East,Manager 1,21-01-2023,45013.6846,30067.0365,0.332622806,664,102
8,CUST4402,ACC19178,Savings,Payment,Savings Account,Firm B,East,Manager 2,26-10-2023,92902.53666,68022.89378,0.895799447,805,43
44,CUST1189,ACC28305,Credit,Transfer,Home Loan,Firm B,East,Manager 3,11-04-2023,48914.49445,42583.5878,-0.176630599,778,131
80,CUST3015,ACC18057,Savings,Transfer,Mutual Fund,Firm B,North,Manager 2,14-03-2024,81835.26522,78848.69682,0.432578148,340,160
184,CUST4373,ACC11062,Savings,Transfer,Home Loan,Firm A,South,Manager 3,25-12-2023,85775.32355,60163.06422,0.23906001,703,81
25,CUST2612,ACC58667,Loan,Deposit,Savings Account,Firm C,South,Manager 3,20-10-2023,23425.40297,123623.0099,0.333628891,444,148
190,CUST3315,ACC73104,Loan,Payment,Savings Account,Firm B,East,Manager 1,12-03-2024,68764.85769,51879.10451,0.444919818,672,83
3,CUST6776,ACC71426,Current,Transfer,Personal Loan,Firm E,East,Manager 4,01-03-2024,31327.21114,32819.57101,0.135990786,497,110
131,CUST2427,ACC75675,Current,Deposit,Mutual Fund,Firm E,South,Manager 3,05-03-2024,23644.2523,95406.49001,0.02118286,504,95
1,CUST2942,ACC95774,Credit,Transfer,Credit Card,Firm B,South,Manager 4,08-02-2024,44945.6694,117464.7257,0.42167209,781,41
124,CUST1555,ACC39482,Current,Payment,Home Loan,Firm D,South,Manager 4,30-03-2024,15235.4061,44135.06864,0.829029176,468,62
175,CUST8250,ACC46953,Current,Withdrawal,Home Loan,Firm D,South,Manager 3,08-02-2024,32536.49763,100717.2785,0.124893063,726,71
175,CUST9216,ACC95164,Credit,Payment,Mutual Fund,Firm E,East,Manager 2,07-03-2023,57738.96594,115327.5199,0.650469484,499,126
96,CUST2541,ACC39500,Loan,Withdrawal,Mutual Fund,Firm B,East,Manager 3,11-09-2023,63671.41594,20875.70559,0.546458102,490,235
121,CUST9079,ACC88449,Loan,Transfer,Savings Account,Firm B,East,Manager 2,21-03-2024,73324.6248,117697.9366,0.558949421,647,73
128,CUST4625,ACC62809,Credit,Deposit,Personal Loan,Firm B,North,Manager 2,30-07-2023,48493.73797,91394.62223,0.439744171,830,198
127,CUST6319,ACC33287,Savings,Withdrawal,Mutual Fund,Firm A,East,Manager 3,07-06-2024,41370.01766,62600.6177,0.87791477,588,179
101,CUST6210,ACC38559,Savings,Deposit,Credit Card,Firm D,West,Manager 1,05-02-2023,61784.36004,87783.45817,0.250466194,487,96
138,CUST4595,ACC76699,Loan,Transfer,Savings Account,Firm E,West,Manager 2,13-06-2024,47879.39358,46410.7784,0.793040176,363,171
154,CUST1913,ACC39529,Current,Deposit,Mutual Fund,Firm C,Central,Manager 3,30-01-2023,50866.39913,60144.17843,0.227935438,790,188
165,CUST2942,ACC49774,Credit,Payment,Savings Account,Firm B,West,Manager 4,03-03-2023,43580.45753,145889.4351,0.67354833,445,115
15,CUST6565,ACC45968,Savings,Deposit,Credit Card,Firm E,East,Manager 1,12-01-2023,34572.31412,91834.37892,0.514031893,609,236
146,CUST3006,ACC12182,Savings,Payment,Credit Card,Firm A,South,Manager 3,21-02-2024,42137.44562,43683.25021,1.096153598,615,191
61,CUST1644,ACC46953,Credit,Withdrawal,Home Loan,Firm C,South,Manager 4,10-08-2023,58944.14694,75700.58661,0.493303996,522,123
146,CUST7459,ACC17688,Savings,Deposit,Credit Card,Firm C,East,Manager 3,16-10-2023,30451.57674,-6998.284258,0.478290005,464,217
68,CUST8765,ACC53466,Savings,Deposit,Mutual Fund,Firm D,East,Manager 2,20-11-2023,53483.62909,20222.38929,1.092443545,682,180
179,CUST7028,ACC51971,Current,Deposit,Credit Card,Firm D,West,Manager 1,17-01-2023,25176.71575,50844.01475,0.492568197,561,226
96,CUST6937,ACC87602,Credit,Payment,Personal Loan,Firm B,South,Manager 1,21-06-2024,110928.1781,62544.07576,0.646746508,790,100
49,CUST3602,ACC69323,Current,Payment,Credit Card,Firm C,North,Manager 4,21-05-2023,72445.07884,90402.93479,-0.073969579,751,140
89,CUST3153,ACC35419,Credit,Withdrawal,Credit Card,Firm E,West,Manager 4,21-03-2024,84772.6962,118306.1371,0.378546345,362,111
172,CUST3041,ACC52131,Current,Payment,Home Loan,Firm E,West,Manager 3,14-03-2024,66815.86294,103755.448,0.267599429,329,88
170,CUST5609,ACC71388,Loan,Withdrawal,Personal Loan,Firm D,East,Manager 1,15-05-2023,91139.66845,18462.09909,0.214950309,348,198
128,CUST7388,ACC42710,Savings,Deposit,Home Loan,Firm B,North,Manager 4,15-04-2024,54413.65944,66548.7524,0.056319847,681,80
191,CUST7098,ACC49774,Credit,Deposit,Mutual Fund,Firm B,West,Manager 1,21-02-2024,95069.19181,6311.98962,0.630589591,307,88
181,CUST4373,ACC42903,Credit,Deposit,Personal Loan,Firm E,Central,Manager 4,19-06-2023,62849.72476,90037.26988,0.553241127,545,51
14,CUST8772,ACC30852,Credit,Payment,Credit Card,Firm D,West,Manager 3,28-01-2023,-7980.487574,25569.17195,0.468437858,539,136
63,CUST9564,ACC45907,Credit,Payment,Savings Account,Firm A,East,Manager 3,06-06-2023,75772.66434,170505.5343,0.541663269,621,44
148,CUST6319,ACC26956,Current,Deposit,Credit Card,Firm D,Central,Manager 2,17-06-2023,79371.22735,54958.76324,0.510383995,810,236
80,CUST9079,ACC51009,Loan,Transfer,Credit Card,Firm A,South,Manager 1,05-05-2023,85639.78592,62539.85792,0.244432143,358,156
112,CUST6028,ACC67701,Current,Deposit,Savings Account,Firm A,West,Manager 4,18-03-2023,77885.97977,48746.26074,0.104000482,548,23
26,CUST9439,ACC37688,Credit,Withdrawal,Credit Card,Firm B,South,Manager 4,21-04-2024,93105.30069,6907.86144,0.527257227,523,80
25,CUST6937,ACC96277,Current,Withdrawal,Credit Card,Firm C,West,Manager 4,20-04-2024,74876.19018,143171.3198,0.613950626,489,13
20,CUST6549,ACC80131,Savings,Withdrawal,Mutual Fund,Firm D,North,Manager 1,10-01-2023,65931.18646,104709.5595,0.480408996,632,140
80,CUST4584,ACC82381,Credit,Payment,Home Loan,Firm D,North,Manager 1,12-01-2023,58031.54373,128779.1687,0.056237454,669,6
92,CUST6526,ACC77533,Loan,Transfer,Mutual Fund,Firm D,West,Manager 3,17-02-2024,154662.0458,68845.57535,0.696873622,841,62
100,CUST3187,ACC64393,Current,Payment,Savings Account,Firm E,Central,Manager 4,26-04-2023,55326.77225,53733.37136,0.591845497,500,208
184,CUST5609,ACC71426,Loan,Transfer,Credit Card,Firm B,East,Manager 2,26-05-2023,28866.94451,108098.8109,0.498824253,320,56
36,CUST9066,ACC64393,Current,Deposit,Mutual Fund,Firm A,South,Manager 3,17-02-2023,39496.02027,65575.81393,0.457072199,663,22
111,CUST5351,ACC41829,Savings,Transfer,Home Loan,Firm B,North,Manager 1,21-10-2023,99224.60288,48718.80134,0.530516387,325,63
90,CUST1747,ACC61926,Savings,Transfer,Savings Account,Firm E,Central,Manager 3,10-12-2023,56911.19466,78340.31197,0.497100762,368,44
156,CUST5320,ACC39161,Loan,Payment,Credit Card,Firm C,East,Manager 2,22-05-2024,29611.41068,58471.79552,0.650335651,660,210
82,CUST6947,ACC24981,Loan,Deposit,Savings Account,Firm D,East,Manager 1,10-09-2023,33128.6774,15582.42572,0.523546398,487,223
75,CUST9731,ACC45521,Loan,Deposit,Mutual Fund,Firm E,South,Manager 2,21-11-2023,36543.57461,62645.90336,0.282402097,422,8
107,CUST4794,ACC31539,Loan,Transfer,Personal Loan,Firm C,West,Manager 3,26-07-2023,21990.05,97723.40382,0.526869964,554,13
122,CUST3762,ACC78089,Savings,Deposit,Home Loan,Firm C,North,Manager 2,16-08-2023,40274.67258,73295.35778,0.374007866,692,143
83,CUST4584,ACC42710,Savings,Payment,Home Loan,Firm D,Central,Manager 2,29-11-2023,42341.30749,135505.611,0.45454912,798,117
103,CUST9962,ACC49774,Loan,Deposit,Home Loan,Firm D,West,Manager 2,18-06-2023,62655.68786,76080.02286,0.405694801,766,118
34,CUST4794,ACC11285,Savings,Withdrawal,Personal Loan,Firm B,East,Manager 3,20-11-2023,87256.85471,56663.95569,0.670516588,514,189
25,CUST6391,ACC61926,Loan,Withdrawal,Home Loan,Firm A,East,Manager 1,01-01-2024,89310.44876,87014.09116,0.663831475,689,136
91,CUST4595,ACC24070,Current,Withdrawal,Mutual Fund,Firm D,Central,Manager 2,26-09-2023,71755.10608,69639.68912,0.729940378,720,23
